3242af58-ba57-4d8b-83fa-284bd8f4bd9b;Текущий;;0
3b0d3f12-f92f-476d-96d3-e1d2c1a19e2f;Месячный;;2
597eeb75-5d7e-4514-9255-12cc9e6cf97d;Архивный;;3
bb986590-63cb-4b9f-8f4b-1b96335c5441;Суточный;;1
e78189b5-f9f9-4fdd-830e-5b98c342d7c1;Получасовой;30;4
